objectID,name,description,url,logo,banner,city,zipcode,department,region,address,lat,lng,org_type,category_tags,ha_tags,active_forms_count,active_forms_type,creation_date,last_order_date,score,partners,contact_email,contact_phone
75945,Duo des Cimes,"Duo des Cimes, gestionnaire de la salle d'escalade de Gap et association sportive ayant pour objectif le développement de l'escalade sur le territoire gapençais",/associations/duo-des-cimes,https://cdn.helloasso.com/img/logos/croppedimage-d8cbef665085428fa3a626bb8633aaba.png,https://cdn.helloasso.com/img/photos/croppedimage-921e1988cac04318b6e79cf63fad0b29.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,18 ter route de la Justice,44.566197,6.104663,Association1901,Sport | Escalade,,1,Event,1517871600,1774857678,110,,,
496230,grand choeur des alpes,Festival de chansons françaises avec un grand concert final où  des centaines de choristes venus de tout horizon sont accompagnés par un orchestre et un(e) artiste invité(e).,/associations/grand-choeur-des-alpes,https://cdn.helloasso.com/img/logos/croppedimage-12943f04ccee4b22ad5bfe013999c012.png,https://cdn.helloasso.com/img/photos/croppedimage-c16bfee436b94dfe9632e0f62015b07b.png,Embrun,05200,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Place Barthelon,44.564053,6.495935,Association1901,Arts | Chorale | Culture | Musique,,5,"Shop, Event, PaymentForm, Membership",1712613600,1774862190,110,,dumazert.michel@gmail.com,0613827836
627395,ET SI NOUS..,"L’association Et Si Nous… a été créée par des habitants de quatre villages des Hautes-Alpes :Barcillonnette, Esparron,Lardier-en-Valença, Vitrolles afin de renforcer les liens entre les villageois par la mise en place d’actions à visée humaniste, écologique, participative, culturelle et educative.",/associations/et-si-nous,https://cdn.helloasso.com/img/logos/croppedimage-d4a4c4a760994d82976027c3d2654383.png,https://cdn.helloasso.com/img/photos/croppedimage-9c7b976cadfd4c4ca8fc782cf8db960c.png,Lardier-et-Valença,05110,Hautes-Alpes,Provence-Alpes-Côte d'Azur,"Le Collet,",44.430958,5.983928,Association1901,Culture | Environnement | Écologie | Ecologie et Environnement,,2,"CrowdFunding, Event",1762556400,1775040333,110,,philippe.ronzevalle@gmail.com,
73640,824000 solidaires,"82-4000 Solidaires milite pour le droit au loisir pour tous et ainsi partage la haute montagne avec ceux qui en ont le plus besoin. Grâce à des séjours encadrés par des bénévoles, l’association offre à ses bénéficiaires un moment de répit, de partage et de solidarité au cœur des sommets.  ",/associations/824000-solidaires,https://cdn.helloasso.com/img/logos/croppedimage-0f0ad4e2ae1b4a2d80d54758b68af0fb.png,https://cdn.helloasso.com/img/photos/croppedimage-a5e71e706175463397bf58b138f04cb2.png,Briançon,05100,Hautes-Alpes,Provence-Alpes-Côte d'Azur,82-4000 Solidaires - 49 route de Grenoble,44.911144,6.626872,Association1901Rig,Solidarité et Action Sociale | Humanitaire | Solidarité,Don,2,"Donation, Membership",1515020400,1774959082,110,,contact@824000.org,04 92 43 58 87
647187,Les skis d'travers,"Intégrer la patrouille signifie que toi aussi tu as envie de faire bouger ta vallée!   Cette association à l'initiative des pisteurs a pour but de créer des animations et des événements autour du ski, de la montagne et de la sécurité.  ",/associations/les-skis-d-travers,https://cdn.helloasso.com/img/logos/croppedimage-62170f5f3b264a79a49ed006e2780782.png,https://cdn.helloasso.com/img/photos/croppedimage-8bbd605c81a8425daebe517a3bd458a5.png,Puy-Saint-Vincent,05290,Hautes-Alpes,Provence-Alpes-Côte d'Azur,195 Route des Alberts,44.828774,6.493046,Association1901,Ski | Sécurité | Étudiants | Réseaux pros et étudiants | Arts et Culture,,1,Membership,1770418800,1774519389,110,,,
524398,acid corporation,Sound System qui organise des soirées techno pour promouvoir la culture tekno,/associations/acid-corporation,https://cdn.helloasso.com/img/logos/croppedimage-9e075a30f17d4f31b5ab1654488bfa24.png,https://cdn.helloasso.com/img/photos/croppedimage-d1a19875435745149080082552f668df.png,La Salle-les-Alpes,05240,Hautes-Alpes,Provence-Alpes-Côte d'Azur,4 Chemin des Sires,44.944063,6.552699,Association1901,Arts | Culture | Musique électronique | Arts et Culture | Musique,,1,Event,1723327200,1773147717,110,,thomas.panoff@gmail.com,0772388386
417768,AMERICAN FOOTBALL CLUB GAP,"L'équipe de football américain amateur est basée à Gap dans les Hautes-Alpes et évolue en UFOLEP. Le club, créé en 2010, est aujourd'hui double tenant du titre de champion de France UFOLEP",/associations/american-football-club-gap,https://cdn.helloasso.com/img/logos/croppedimage-893daf48129b4abb8cfbc3aa5c852720.png,https://cdn.helloasso.com/img/photos/croppedimage-0a4556c1916a4680a5082e9d5d778620.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Avenue Emile Didier,44.565568,6.092432,Association1901Rig,Sport | Football américain,,2,"Shop, Membership",1688853600,1774561983,110,,sasquatchs.gap05@gmail.com,0651976096
316132,Arche de Chachou,"L’Arche de Chachou est une association de protection animale, un refuge pour les équidés et les petits animaux de ferme Reconnue d’intérêt général, 66% de vos dons sont donc déductibles des impôts",/associations/arche-de-chachou,https://cdn.helloasso.com/img/logos/croppedimage-5861978c7fb44ec69c39c22baef6d7ba.png,https://cdn.helloasso.com/img/photos/croppedimage-652b26b4c8664801914cf9b5f5bf8615.jpg,Saint-Sauveur,05200,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Lieu dit Combe Belle,44.545447,6.503006,Association1901,Animaux | Humanitaire | Solidarité,,3,"Donation, Membership",1649541600,1773992984,110,BasicCompta,archedechachou@gmail.com,0628890544
384568,Association Pourpre Noire,"Pourpre Noire, chœur de Gospel dans les Alpes du Sud, a été créé en juin 2010. Aujourd'hui, le chœur compte environ 40 choristes venant des Hautes Alpes mais aussi d'autres départements. Notre chef de chœur vient d'Aix en Provence 1 samedi par mois afin de nous faire répéter durant la journée.",/associations/association-pourpre-noire,https://cdn.helloasso.com/img/logos/croppedimage-4ff4eb8c44bf4217980fe98d0d3b9b37.png,https://cdn.helloasso.com/img/photos/croppedimage-22968a6d63484377bedbddd1a9a72baa.jpg,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,"Le Montségur - 14, Allée du Clos Fleuri",44.566624,6.077753,Association1901,Arts | Chorale | Culture | Gospel | Arts et Culture,,1,Event,1678662000,1764168727,110,,fetedugospel@gmail.com,+33687114517
133142,refuges solidaires,"Située dans les hauteurs de Briançon, Refuges Solidaires est une association d'intérêt général qui œuvre pour l'accueil inconditionnel des personnes exilées à la frontière franco-italienne depuis 2017.",/associations/refuges-solidaires,https://cdn.helloasso.com/img/logos/refuges solidaires-04b0f885131049719d98fcf6a0a84594.jpg,https://cdn.helloasso.com/img/photos/croppedimage-14376b8f6f1d4e3fa9bdaacfe4b5e107.jpg,Briançon,05100,Hautes-Alpes,Provence-Alpes-Côte d'Azur,34 Route de Grenoble,44.904873,6.636314,Association1901Rig,Solidarité et Action Sociale | Humanitaire | Solidarité,Don,4,"Donation, Membership",1553900400,1774917080,110,,contact@refugessolidaires.com,
289143,ACSSQ - Association Culturelle Sociale et Sportive du Queyras.,"L’Association Culturelle, Sociale et Sportive du Queyras inscrite dans le paysage du développement intercommunal de la vallée, souhaite répondre aux besoins de la population locale au travers de ses actions dans les secteurs du handicap, de la culture, du sport, de la petite enfance aux aînés.  ",/associations/acssq-association-culturelle-sociale-et-sportive-du-queyras,https://cdn.helloasso.com/img/logos/croppedimage-6451167633ae4892a08efd8d1fef98e6.png,https://cdn.helloasso.com/img/photos/croppedimage-069760db5cf74b2cb8af02ab77829369.png,Aiguilles,05470,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Route de la Chalp,44.7832,6.872019,Association1901Rig,Culture | Enfance | Handicap | Humanitaire | Solidarité | Solidarité et Action Sociale,Don,4,"Donation, Membership",1635372000,1774610716,110,,tremplininnovation@queyras.org,0610972840
455426,LES VILLAGES DES JEUNES DELEGATION PROVENCE-ALPES-COTE D'AZUR SOLIDARITES JEUNESSES,"Nous œuvrons pour un décloisonnement social, culturel et générationnel. Au travers d’activités de chantier et du partage de la vie collective, elle permet à des personnes de différents horizons sociaux et culturels très divers et de tous âges, de se rencontrer et progresser dans leur parcours. ",/associations/les-villages-des-jeunes-delegation-provence-alpes-cote-d-azur-solidarites-jeunesses,https://cdn.helloasso.com/img/logos/croppedimage-fa09a60c62c748b5a01465c8f89e2ee3.png,https://cdn.helloasso.com/img/photos/croppedimage-4f98af337488444eb59de76f4e5bfeef.png,Veynes,05400,Hautes-Alpes,Provence-Alpes-Côte d'Azur,39 Rue Surville,44.535362,5.825542,Association1901,Culture | Humanitaire | Solidarité | Solidarité et Action Sociale,,3,"Donation, Membership",1701730800,1774604619,110,,rh.coordination.avj@gmail.com,
58360,pom pomme,Pianovélo Tour de France 2024-2026,/associations/pom-pomme,https://cdn.helloasso.com/img/logos/pom-pomme.jpg,https://cdn.helloasso.com/img/photos/croppedimage-e500cc5539e64bee9aba2bb4a65638f3.jpg,Veynes,05400,Hautes-Alpes,Provence-Alpes-Côte d'Azur,"Buffet de la gare, Avenue Pierre Sémard",44.532644,5.817442,Association1901Rup,Arts | Culture | Arts et Culture,Don,12,"CrowdFunding, Event",1486508400,1774639187,110,,psaugier@gmail.com,0601887720
68660,Société Alpine de Protection de la Nature,"La Société Alpine de Protection de la Nature - France Nature Environnement Hautes-Alpes est la fédération des associations de protection de la nature des Hautes-Alpes.  Ses missions : protéger, défendre, accompagner et sensibiliser.  ",/associations/societe-alpine-de-protection-de-la-nature,https://cdn.helloasso.com/img/logos/croppedimage-c62b66d1542440de9ca2ce3b092a7f35.png,https://cdn.helloasso.com/img/photos/croppedimage-093a70c14e60496fbf4f3bc0e01a100f.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,48 Rue Jean Eymar,44.560413,6.078357,Association1901Rig,Ecologie et Environnement | Environnement,Don,4,"CrowdFunding, Donation, Membership",1505772000,1775033339,110,,sapn@wanadoo.fr,0492524450
501665,Cirque de la lune,Cours de cirque à Gap,/associations/cirque-de-la-lune,https://cdn.helloasso.com/img/logos/croppedimage-12c6ee38feae48df93344ccc54af2470.jpg,https://cdn.helloasso.com/img/photos/croppedimage-72dfd862a2c645c7ad3d2bda4417b442.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1 Rue Beauchâteau,44.568295,6.1087,Association1901,Arts et Culture | Arts | Cirque | Culture,,21,"Shop, Membership",1714341600,1774091212,110,,cirquedelalune.gap@gmail.com,0652545007
459263,Clapotis,L'association Clapotis organise et produit des concerts en région Sud.,/associations/clapotis,https://cdn.helloasso.com/img/logos/croppedimage-38eb11182412414d9c827188ac4fcccb.png,https://cdn.helloasso.com/img/photos/croppedimage-931315efcaa143b1aba55ccafc0b346e.png,Réallon,05160,Hautes-Alpes,Provence-Alpes-Côte d'Azur,149 Charrière de la Combe,44.58532,6.383476,Association1901,Arts | Culture | Arts et Culture | Musique,,3,"Shop, Event",1703026800,1774461281,110,,clapotis.asso@gmail.com,0679867717
554150,COMITE TERRITORIAL DES ALPES DU SUD DE BASKET BALL,"Le Comité Territorial des Alpes du Sud de Basket-ball regroupe environ 1500 licenciés répartis dans une vingtaine de clubs. Il s'engage activement dans le développement du basket, notamment féminin, et des disciplines émergentes comme le 3x3.",/associations/comite-territorial-des-alpes-du-sud-de-basket-ball,https://cdn.helloasso.com/img/logos/croppedimage-282cf443c1674c7dbe71cf1a9e59d1dc.png,https://cdn.helloasso.com/img/photos/croppedimage-10c2e6bf7cc743deb5ebfec1c8f084fc.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,140 Boulevard Georges Pompidou,44.555679,6.077924,Association1901,Sport | Basketball,,2,Event,1733180400,1774815824,110,FFBB,presidenceasbb@gmail.com,
621156,ASSOCIATION TERRE D'EXPRESSION ALPINE,"Association dédiée à la santé et au bien-être par la nature. Notre outil privilégié est le Jardin Syntropique, un espace régénératif où la coopération des plantes inspire la résilience humaine. Faire du jardin un outil de santé communautaire, 1 lieu où poussent les plantes, les liens et les espoirs.",/associations/association-terre-d-expression-alpine,https://cdn.helloasso.com/img/logos/croppedimage-38976feaf02d435da605b4f3821cfa04.jpg,https://cdn.helloasso.com/img/photos/croppedimage-6f1a8f80d4cb424186430ab022b27fab.png,La Rochette,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2177 route de Briançon,44.577428,6.148444,Association1901,Humanitaire | Jardinage | Solidarité | Santé,,4,"Event, Donation, Membership",1760306400,1773667111,110,,assotea05@gmail.com,
547842,club canoe kayak des écrins,"Situé à l'Argentière-la-Bessée, au cœur des Hautes-Alpes, le Club de Canoë Kayak des Ecrins accueille depuis de nombreuses années tous ceux qui souhaitent pratiquer les sports de pagaies.",/associations/club-canoe-kayak-des-ecrins,https://cdn.helloasso.com/img/logos/croppedimage-c8cc897701f74a478b69193f3b08ab1d.png,https://cdn.helloasso.com/img/photos/croppedimage-2b278d614c5342cb9e6a583e230d5bfb.png,L’Argentière-la-Bessée,05120,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Rue du Stade,44.78171,6.557825,Association1901,Sport | Canoë-kayak,,5,"Event, Membership",1730934000,1774777826,110,,cckecrins@gmail.com,0663087403
275158,Association des Amis de l'Abbaye de Boscodon,"Au coeur de la montagne, à l'orée d'une forêt exceptionnelle, l'abbaye de Boscodon est un magnifique édifice roman du XIIe siècle. L'Association des Amis de l'Abbaye de Boscodon fait vivre ce lieu par des visites guidées, un espace muséographique et une riche programmation évènementielle.",/associations/association-des-amis-de-l-abbaye-de-boscodon,https://cdn.helloasso.com/img/logos/croppedimage-566caac8110240ee9ba6ee146d43e5fe.png,https://cdn.helloasso.com/img/photos/croppedimage-1a3e56abd73c4a9cae3e6f669cb9bfcf.png,Crots,05200,Hautes-Alpes,Provence-Alpes-Côte d'Azur,3816 Route de Boscodon,44.50075,6.45552,Association1901Rup,Forêt | Informatique | Patrimoine,,3,"Event, Donation, Membership",1627164000,1774713554,110,OHME,patrimoine@abbayedeboscodon.eu,0492431445
59206,Monet'Crew,"L'association Monet'Crew à pour but la diffusion de la culture sound system reggae/dub dans les Alpes. Son événement phare en est un bon exemple: les dub en station rassemblent depuis 10ans les passionnés de reggae, de vinyles et de sono artisanale.",/associations/monet-crew,https://cdn.helloasso.com/img/logos/monet-crew-4589d32226394d06b409deef78b4fbac.jpg,https://cdn.helloasso.com/img/photos/112656.jpg,Le Monêtier-les-Bains,05220,Hautes-Alpes,Provence-Alpes-Côte d'Azur,305 Route de Saint-Joseph,44.978338,6.504402,Association1901Rig,Arts | Culture | Reggae | Arts et Culture | Musique,,1,Event,1487718000,1774726081,110,,monet.crew@hotmail.fr,0637776133
153658,CDRP 05,"Partez à la découverte des Hautes-Alpes, nous disposons de 2000 km d'itinérances réparties entre 11 GR® et 11 GR® de Pays balisés et entretenus avec amour par plus d'une centaine de bénévoles !",/associations/cdrp-05,https://cdn.helloasso.com/img/logos/cdrp 05-67f6fd32ec55436384b433d7eb604c30.jpg,https://cdn.helloasso.com/img/photos/croppedimage-7c0451dcb2d9423f9f478d68724cb576.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,13 Avenue Maréchal Foch,44.563158,6.086378,Association1901Rup,Sport,,5,"Donation, Event, Membership",1560808800,1774363231,110,BasicCompta,hautes-alpes@ffrandonnee.fr,0492536511
524855,Attac 05,"Attac 05 - Association pour la taxation des transactions financières et pour l'action citoyenne - milite pour la justice fiscale, sociale et écologique, et conteste le pouvoir pris par la finance sur les peuples et la nature",/associations/attac-05,https://cdn.helloasso.com/img/logos/croppedimage-e37de27cc09d4310ab5615074a5bddf8.png,https://cdn.helloasso.com/img/photos/croppedimage-040cfee8e56c4f0585d5e915f60ad2e8.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Rue Pasteur,44.559969,6.079207,Association1901Rup,Formation | Écologie | Education,Don,3,"CrowdFunding, Donation",1723672800,1774452198,110,,attac05@attac.org,0699491010
530036,Ass2Pics,"Créée en 2022 pour répondre à une demande de soirées de la part des saisonniers travaillant sur la station de ski, l'association a pour but la réalisation de moments de convivialité dans le pays des Écrins à travers la production d'événements, de concerts, de spectacles.",/associations/ass2pics,https://cdn.helloasso.com/img/logos/croppedimage-bc86654b0d374354b0a1a69ed3ceec58.png,https://cdn.helloasso.com/img/photos/croppedimage-e68ca9f63fa04baaa5e01125f936144c.png,Puy-Saint-Vincent,05290,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Puy-Saint-Vincent,44.819865,6.486196,Association1901,Arts | Culture | Ski | Arts et Culture,,1,Event,1725487200,1773852970,110,,asso2pics@gmail.com,
361674,Théâtre La passerelle,"Le théâtre La passerelle, scène nationale de Gap et des Alpes du Sud, propose chaque année une trentaine de spectacles pluridisciplinaires (théâtre, danse, cirque, musique...), 3 expositions photographiques par an et un festival gratuit dédié aux arts de la rue ""Toustes dehors (enfin) ! "".",/associations/theatre-la-passerelle,https://cdn.helloasso.com/img/logos/croppedimage-f3c38322e7894bf88a92204ba815edf3.png,https://cdn.helloasso.com/img/photos/croppedimage-43991075bca24bc18849a1d5ce26a249.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,137 Boulevard Georges Pompidou,44.555545,6.078166,Association1901Rig,Arts | Cirque | Culture | Danse | Théâtre | Arts et Culture,,3,Donation,1670454000,1773599287,110,,accueil@theatre-la-passerelle.com,04 92 52 52 52 
428107,BDE IFSI CHICAS Gap,"Bureau des étudiants du CFPS du CHICAS Gap (IFSI, IFAS) Nos actions : soirées étudiantes, évènements sportifs, participation à des actions caritatives....",/associations/bde-ifsi-chicas-gap,https://cdn.helloasso.com/img/logos/croppedimage-12537c78c80647779463c89b8a2ea27a.png,https://cdn.helloasso.com/img/photos/croppedimage-05e4b4d6c1dc420f9f1667271972865f.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01 place Auguste Muret,44.575823,6.056842,Association1901,BDE | Caritatif | Étudiants | Réseaux pros et étudiants | Sport,,1,Shop,1693778400,1773078161,110,,bdeifsigap@gmail.com,0684513925
32992,LES AMIS DE FORT QUEYRAS,"LES AMIS DE FORT QUEYRAS, un collectif de passionnés, au service de la sauvegarde de FORT QUEYRAS, patrimoine historique et emblématique du QUEYRAS",/associations/les-amis-de-fort-queyras,https://cdn.helloasso.com/img/logos/fort-queyras.jpg,https://cdn.helloasso.com/img/photos/99371.JPG,Château-Ville-Vieille,05350,Hautes-Alpes,Provence-Alpes-Côte d'Azur,MAIRIE,44.757353,6.797991,Association1901Rig,Patrimoine,,1,Membership,1426546800,1774027221,110,,contact@amis-fort-queyras.com,06 26 52 49 32
229534,Montagne des rêves,"L’association Montagne des rêves propose d’aider, de développer et de soutenir l’éducation au Népal. Notre volonté est de développer des projets solidaires et humanitaires. L’équipe de bénévoles s’active au quotidien pour accompagner des projets ou faire des ateliers avec les enfants.",/associations/montagne-des-reves,https://cdn.helloasso.com/img/logos/croppedimage-e22b061b6a504e2c87a59beda4387c0f.png,https://cdn.helloasso.com/img/photos/croppedimage-4fe89dfa3dd24c7585b6f5573e6f879b.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,13 Rue de Chabriere,44.57153,6.086788,Association1901,Solidarité et Action Sociale | Caritatif | Enfance | Humanitaire,,3,"CrowdFunding, Donation, Membership",1605222000,1765557524,110,,montagnedesreves.nepal@gmail.com,0662520500
504667,DRAC ART ,Plongez dans l'univers du rock au cœur des Hautes-Alpes ! Festivals et soirées live avec des groupes explosifs pour des moments inoubliables. Rejoignez-nous et vivez la passion du rock ! ???? #AlpRiverRock #LiveMusic,/associations/drac-art,https://cdn.helloasso.com/img/logos/croppedimage-814a29476d10438f88d299c5819ba5ba.png,https://cdn.helloasso.com/img/photos/croppedimage-9b3fe42585664b0cb29deb6c1a1c4a83.png,Saint-Jean-Saint-Nicolas,05260,Hautes-Alpes,Provence-Alpes-Côte d'Azur,"24  route de St Jean, Résidence les écureuils",44.670211,6.221531,Association1901,Arts | Culture | Rock | Musique,,3,"Event, Membership",1715464800,1774816465,110,Infolocale | BasicCompta,alp.river.rockfest@gmail.com,0787201867
247181,HATICE DANSE SOUFIE,"L'association Hatice Danse Soufie a pour objet  de promouvoir la danse et le bien-être auprès d'un large public. Elle réalise des stages de danse soufie ou danse tournante dans les hautes Alpes à Manteyer.  Claire Giraud dite Hatice, passionnée par le mouvement spirale, vous y accompagne.",/associations/hatice-danse-soufie,https://cdn.helloasso.com/img/logos/croppedimage-ba1ea1474c2f44a795ca8f975f58aebd.png,https://cdn.helloasso.com/img/photos/croppedimage-734d5f5ed9694a77b96f56bd401f3452.png,Manteyer,05400,Hautes-Alpes,Provence-Alpes-Côte d'Azur,621 Impasse de Combe Noire,44.543461,5.944554,Association1901,Arts | Culture | Danse | Arts et Culture,,3,"Event, Membership",1613516400,1772872557,110,,dansecorpsacoeur@gmail.com,0673128079
